KO,KEGG Name,KO Description,EC14,NW18,CC15,SW10,CC35,SW8,CC34,SC1,CC7,SW19,CC27,NE9,EC9
K03726,helS, helicase [EC:3.6.4.-],13.0664032,33.03359917,36.01465234,18.36284725,39.47803176,6.885431746,14.85942266,17.2054218,23.85623494,5.320304032,2.13824272,76.3636247,51.69107577
K01502,E3.5.5.7, aliphatic nitrilase [EC:3.5.5.7],31.15573958,27.00117569,35.08656728,19.243704,9.039369611,30.921778,63.33219596,16.05557016,25.56494523,27.3955741,21.46872417,18.46534752,13.1229684
K16049,hsaC," 3,4-dihydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione 4,5-dioxygenase [EC:1.13.11.25]",13.06613841,32.81355365,7.868942526,10.01187281,29.03188204,29.2213207,31.75770529,11.72792415,44.8869066,18.86574301,81.75633909,9.329333775,17.47195559
K09697,natA, sodium transport system ATP-binding protein [EC:7.2.2.4],45.16234566,10.54728867,51.21074393,29.58276258,28.12462111,40.0363744,10.95073051,41.32204001,13.578511,17.11843563,8.471796066,16.98966471,23.92960238
K07183,nasT," two-component system, response regulator / RNA-binding antiterminator",28.14199886,11.67360902,29.65913944,25.79206077,31.79243668,14.93362111,45.96673255,37.9166448,34.98741357,17.60680548,2.544678568,23.00717654,32.7045706
K07726,K07726, putative transcriptional regulator,72.67761316,9.481143728,18.10669629,47.55861735,16.10252236,43.47280534,29.71585856,27.75366313,6.841623503,11.54841038,22.55880422,22.86260066,7.508111786
K22131,otnI, 2-dehydrotetronate isomerase [EC:5.3.1.35],23.17214419,26.66825463,15.2905462,44.62252171,32.36264413,30.68718663,65.37642757,22.19468929,18.68315774,13.1040888,1.356522127,26.10635781,16.40909024
K07137,K07137, uncharacterized protein,35.51235176,6.842646527,24.65046343,41.97928653,11.6258672,36.56305495,10.94949277,20.54717639,7.82774031,7.167238788,32.07668213,71.87616308,28.10389733
K18831,higA, HTH-type transcriptional regulator / antitoxin HigA,47.68449026,8.697728923,10.59934709,49.9233532,10.89927645,18.03461272,17.05573349,15.5890673,7.852066898,12.59082612,81.4980619,47.46739008,7.745665592
K02844,"waaG, rfaG"," UDP-glucose:(heptosyl)LPS alpha-1,3-glucosyltransferase [EC:2.4.1.-]",37.73782616,17.4444265,37.20808196,42.31980149,65.98188933,39.39418567,11.6221211,14.94356714,13.13024275,4.366127257,9.716303428,10.31110123,31.05842846
K15784,doeB," N2-acetyl-L-2,4-diaminobutanoate deacetylase [EC:3.5.1.125]",29.09662554,24.69183753,41.02382423,33.66898944,11.5085667,17.14104322,40.1161881,35.68559443,27.24139079,15.90510813,10.30141552,20.8718973,27.6607021
K05795,terD, tellurium resistance protein TerD,8.176709909,45.06503514,11.87736059,5.404495963,7.326663605,13.00877349,35.41161203,10.84261874,45.30878234,19.2123733,106.8982336,7.993743596,18.28752867
K01224,E3.2.1.89," arabinogalactan endo-1,4-beta-galactosidase [EC:3.2.1.89]",14.31910726,31.81280105,7.064028065,55.11816912,14.98893385,24.79540239,22.48938719,12.16644903,29.38029549,13.73762447,54.54319725,32.96347001,21.37077102
K00132,E1.2.1.10, acetaldehyde dehydrogenase (acetylating) [EC:1.2.1.10],45.0486161,24.95985757,53.90111298,17.25590283,26.26332649,19.2295402,24.63642208,43.3564023,9.464458027,10.82448579,0,3.406891132,55.57022967
K21014,stf0, trehalose 2-sulfotransferase [EC:2.8.2.37],34.76878646,25.86923261,27.26886483,37.05583524,17.33516434,34.4653114,16.59081981,14.61381072,48.2021954,21.12513688,21.17317172,15.14374763,19.92658111
K03852,xsc, sulfoacetaldehyde acetyltransferase [EC:2.3.3.15],25.27371084,15.66001027,29.9022402,29.81959517,40.87748764,25.40025448,33.34310489,30.34124102,18.41714313,13.70730752,4.143630583,35.17845819,31.27532225
K16923,qrtT, energy-coupling factor transport system substrate-specific component,45.0957941,46.19529856,44.01231898,2.286841419,9.8079458,26.6783036,7.068919508,52.42362692,9.96536443,15.50811587,0.883488366,17.74379607,55.02065582
K13614,pksN, polyketide synthase PksN,27.83457028,19.4885347,3.862434234,105.1600978,8.254635563,41.37943012,63.96774968,12.90045724,16.25095496,4.763277019,1.733992713,16.92057495,9.784515399
K02361,entC, isochorismate synthase [EC:5.4.4.2],27.0218908,38.04847516,15.01170746,3.609696054,12.97103591,8.700382603,17.23355571,16.62583798,23.67546615,20.39571952,23.96357473,105.043068,19.89198333
K01716,fabA, 3-hydroxyacyl-[acyl-carrier protein] dehydratase / trans-2-decenoyl-[acyl-carrier protein] isomerase [EC:4.2.1.59 5.3.3.14],29.22427139,20.79062775,27.57731324,19.10358191,38.53208243,23.96106597,36.3681345,27.44259836,15.91525411,9.029358774,0.731805122,61.16805302,22.11076124
K08084,fimT, type IV fimbrial biogenesis protein FimT,26.51240665,20.13733674,25.0289849,17.57089251,49.488968,37.1195286,19.6451329,13.79192021,8.274894358,18.19930249,25.11557185,48.75949066,22.25091919
K06863,purP, 5-formaminoimidazole-4-carboxamide-1-(beta)-D-ribofuranosyl 5'-monophosphate synthetase [EC:6.3.4.23],9.530643623,30.81510878,50.09741023,23.94163728,31.1060756,8.665748524,15.27948239,29.7543375,24.76390253,3.826648557,17.38285642,27.02117665,59.68605197
K01631,dgoA, 2-dehydro-3-deoxyphosphogalactonate aldolase [EC:4.1.2.21],30.55833546,10.08207371,16.5336541,61.6424896,10.37230043,30.51274816,44.7180925,26.24421174,20.74534896,18.31305112,11.59896007,25.01165816,24.4034959
K22452,tgpA, protein-glutamine gamma-glutamyltransferase [EC:2.3.2.13],34.84887056,20.64909476,34.3804541,44.40948631,32.59457558,50.23957204,19.73112505,22.00649006,5.227789953,15.18407251,4.816033967,28.03522475,18.59204619
K00801,FDFT1, farnesyl-diphosphate farnesyltransferase [EC:2.5.1.21],18.00236657,4.791285783,23.63992038,52.60219936,76.24926731,28.68578502,28.55189176,17.50396321,8.401813315,4.56213763,25.32005956,26.95847373,15.15344215
K03599,"sspA, mglA", stringent starvation protein A,28.75611702,15.50171027,25.37750043,36.66632053,54.60797209,34.61668314,19.43774594,19.84079224,10.73127136,12.91409551,8.130260267,33.28056497,30.29504801
K24042,yitJ, methionine synthase / methylenetetrahydrofolate reductase(NADPH) [EC:2.1.1.13 1.5.1.20],20.85195581,33.8215319,46.87042783,31.71887216,34.82678791,30.86801487,35.35745056,18.99654227,6.060780014,6.601593555,6.1054799,13.28303498,44.33414129
K07711,"glrK, qseE"," two-component system, NtrC family, sensor histidine kinase GlrK [EC:2.7.13.3]",27.9800189,44.13055846,42.29003543,46.27803569,25.98717363,23.13480109,21.63123259,11.20575365,20.16654885,7.493246269,2.534306803,25.28686019,30.48015684
K08082,algZ," two-component system, LytTR family, sensor histidine kinase AlgZ [EC:2.7.13.3]",29.93921643,17.27367631,39.15867245,42.67980035,34.04676562,43.25562542,18.25632015,23.37758242,4.600444346,12.21066493,8.979511367,31.63372403,23.14529681
K15539,rodZ, cytoskeleton protein RodZ,37.18068463,22.5171453,28.18595696,45.71398698,28.25013681,30.91011561,27.09671624,21.40282797,7.448730738,13.92944464,16.63807207,27.05374517,22.16533764
K06218,"relE, stbE", mRNA interferase RelE/StbE,60.08568976,5.200723245,7.605763912,15.51347405,10.48439631,16.34350662,15.53572289,5.671579339,21.08083376,17.0027121,108.4360859,42.03599804,3.141404112
K09991,K09991, uncharacterized protein,54.48763376,8.626304516,15.82014811,28.24584814,28.77286066,24.31505492,37.72685021,36.17214666,19.34370378,19.18923354,1.480034773,19.88217473,33.95014412
K09384,K09384, uncharacterized protein,15.50203722,37.45451034,13.28660475,12.83534369,15.68185745,19.66637576,21.13679064,15.32942994,39.15512654,30.11331124,30.16699525,32.1183716,45.3863701
K18478,yihV, sulfofructose kinase [EC:2.7.1.184],37.79221637,18.98268972,36.91616826,22.22493568,10.86089694,17.82634501,24.97379751,43.71244809,21.88963133,19.70645872,10.93932858,26.7106858,35.05385713
K02164,norE, nitric oxide reductase NorE protein,46.63566428,16.84459391,1.726762911,1.569219932,3.279415273,0.799007769,23.10959497,8.785678384,15.49830983,167.9462896,21.65638985,6.804909381,12.909471
K15269,pecM, probable blue pigment (indigoidine) exporter,10.52886821,45.22294508,12.16880253,12.64545136,5.129422739,33.45490784,49.83016932,16.07252281,64.74886915,26.08531813,0,40.27531776,11.34150639
K21405,acoR," sigma-54 dependent transcriptional regulator, acetoin dehydrogenase operon transcriptional activator AcoR",41.16498056,13.06461974,17.05125934,40.80022975,27.58185323,25.81835666,50.47973149,23.10142803,16.80890191,8.675573638,16.06452295,23.41706702,22.7491677
K03598,rseB, sigma-E factor negative regulatory protein RseB,21.33142092,22.38562094,24.51547878,54.848025,13.83914515,29.87792471,17.52070143,21.98147758,36.23136438,10.37668481,17.45020596,42.01735505,13.93487072
K07074,K07074, uncharacterized protein,27.1212077,11.28939939,17.28897597,31.68853892,15.99209153,19.51841443,38.08196636,19.2596865,59.91317085,21.245847,32.67904005,13.85514193,17.64379165
K18208,RNLS, renalase [EC:1.6.3.5],8.323350885,54.33904993,13.2410546,4.39821315,9.17110581,7.300175405,6.239973397,7.824265856,16.81493765,32.64076054,12.71069088,131.7536622,20.67084141
K09799,K09799, uncharacterized protein,27.0139689,27.68727686,9.200125009,24.01378778,9.047872091,18.67282331,21.42221676,14.99898913,22.64213609,15.9991133,91.29272141,33.80001502,9.595431084
K09935,K09935, uncharacterized protein,26.65397586,13.76196351,11.650235,18.31876229,13.15677626,22.31704849,41.65191311,10.97193296,42.64138194,15.88175492,84.22085597,12.36799296,11.43148404
K13652,K13652, AraC family transcriptional regulator,60.27413959,11.17757942,56.53709049,28.14639981,27.03036807,15.09242973,37.64055325,40.24101017,12.34371142,8.711044954,0.548617776,7.958132337,19.19994009
K07347,"fimD, fimC, mrkC, htrE, cssD", outer membrane usher protein,20.06118542,20.64524587,33.97820268,16.36068701,49.62478603,26.45784358,19.52809682,32.42160638,14.0604784,17.68746222,10.05947089,29.66988017,33.94531766
K01617,"dmpH, xylI, nahK", 2-oxo-3-hexenedioate decarboxylase [EC:4.1.1.77],25.17131838,36.95354623,17.86849978,8.35974683,38.02473962,13.03539198,35.07703303,17.01677135,46.39665095,28.50483341,14.35093581,30.16334189,13.06850141
K00098,idnD, L-idonate 5-dehydrogenase [EC:1.1.1.264],20.53132859,35.85021491,25.36221113,22.99871754,17.77431239,16.07972018,29.63596167,22.15978121,60.69350936,10.93885757,15.65805567,23.88311993,22.28415814
K16291,erfK," L,D-transpeptidase ErfK/SrfK",62.20076987,15.35925315,33.79385424,57.74405002,12.41770098,31.26264199,19.73749123,25.92960418,5.823619371,6.180632354,4.249416058,29.70643124,18.65132981
K07652,vicK," two-component system, OmpR family, sensor histidine kinase VicK [EC:2.7.13.3]",34.55529918,20.57915183,25.3893211,21.46465928,30.1607304,37.64406251,19.50806195,17.2241427,18.73676262,33.27049927,7.600520712,27.42813528,28.98169705
K18662,matB, malonyl-CoA/methylmalonyl-CoA synthetase [EC:6.2.1.-],13.58446871,49.90565858,28.54149337,9.974142208,17.45233019,11.95598964,35.41364924,20.37847198,66.94969577,15.89373876,20.38554869,5.358042328,26.37545591
K02626,pdaD, arginine decarboxylase [EC:4.1.1.19],25.84408707,18.27118281,32.05752551,38.14301016,48.62343402,18.24629893,13.88260118,13.15774968,19.79381193,3.704096759,3.731492476,35.47071553,51.20560604
K01458,hutG, N-formylglutamate deformylase [EC:3.5.1.68],22.0227518,16.3436257,18.01761583,49.31509919,39.84770079,24.82799488,29.22483946,19.5513356,22.89261385,31.69287015,17.80217503,14.35756676,15.5849766
K00018,hprA, glycerate dehydrogenase [EC:1.1.1.29],36.76059729,22.34766089,30.05868657,24.29103468,55.28485102,35.73285184,8.456831001,24.00246951,3.277191653,3.958013421,13.70139716,35.49503041,27.54142223
K10896,FANCM, fanconi anemia group M protein,7.246380902,22.47521475,38.08221783,15.82245093,40.78425047,5.769292519,16.54573952,20.63181851,12.12282112,3.699532061,0,84.57521184,52.95858611
K09826,irr," Fur family transcriptional regulator, iron response regulator",26.21755975,11.79408598,27.09624121,36.85385362,33.3143416,28.34223619,42.60166961,35.70675793,17.97097363,6.162219345,1.576425612,35.32169347,17.42395363
K21053,ade, adenine deaminase [EC:3.5.4.2],27.74464151,33.65643139,30.76005175,28.68485647,32.69893198,12.03986339,23.31415397,42.10765559,19.08909849,17.4576954,10.90397599,8.959615892,32.83194028
K16846,suyB, (2R)-sulfolactate sulfo-lyase subunit beta [EC:4.4.1.24],22.42177488,32.59082074,30.87338627,57.41682705,11.57246371,26.5913153,26.03005746,19.47409683,14.48998925,5.600197984,21.15932026,21.97030058,29.91715742
K05589,ftsB, cell division protein FtsB,44.1290947,11.88781563,25.21680377,38.56145516,36.36750083,37.36198656,33.98548918,18.12852936,5.985414668,17.62376901,8.231180483,24.36724369,18.17644917
K04044,hscA, molecular chaperone HscA,38.99156043,22.30925124,41.22848046,29.08532632,34.07590957,42.37681377,32.39818178,23.16120587,10.4213068,15.1944718,1.844595547,6.556852383,22.33267039
K06145,gntR," LacI family transcriptional regulator, gluconate utilization system Gnt-I transcriptional repressor",25.93552146,10.16666053,14.92051616,32.1054326,17.98009357,21.24126549,59.298932,24.06605346,30.48878098,18.9561881,4.827558423,49.72010048,9.091751069
K05800,ybaO, Lrp/AsnC family transcriptional regulator,26.513209,10.10412144,27.04223691,26.99960212,19.24196022,17.16653852,42.29265253,35.85543958,28.18470924,13.17962903,3.816788241,46.69030136,21.43170512
K22319,oleC, olefin beta-lactone synthetase [EC:6.1.3.1],29.03962164,58.70320534,22.86896379,5.537739766,34.02444636,36.04357882,10.07808543,30.5303205,7.120916595,8.718178692,18.97931659,23.27493168,33.03651024
K21678,hpnD, presqualene diphosphate synthase [EC:2.5.1.103],15.65851696,7.029252565,27.62494817,31.84894504,40.82334134,25.73156776,42.34154016,34.51175552,8.800508676,6.402008255,48.77822994,10.3530594,17.4769209
K13593,tipF," cyclic-di-GMP phosphodiesterase, flagellum assembly factor TipF",31.36194879,13.43168322,28.48232246,34.5799447,52.45965253,33.69337784,34.58048926,32.20481163,7.443301047,8.659094178,0.97872368,9.15265702,30.34112469
K14623,dinD, DNA-damage-inducible protein D,5.364899922,1.971496962,0.119815071,23.60491709,0.58299633,10.09496731,1.98255801,4.558821092,43.0383227,0.277786372,223.3088167,0,1.915582878
K14761,ybcJ, ribosome-associated protein,8.834858837,44.07211447,13.31629226,10.1263999,18.22561659,20.33534472,35.11066635,10.98571159,38.99044066,66.99792464,8.464943235,21.12339076,20.22418056
K06203,cysZ, CysZ protein,31.10078565,25.26520578,21.09178704,14.02598097,20.49730436,18.97814787,36.94809833,17.71204978,44.01465897,25.81142912,7.470717268,42.35313758,11.28841377
K03535,gudP," MFS transporter, ACS family, glucarate transporter",26.20249075,9.96555872,24.47100475,55.11764756,7.559553863,18.29204428,97.54148603,17.21199946,11.67985868,1.863546158,22.05148455,8.506981971,15.60135671
K04562,"flhG, fleN", flagellar biosynthesis protein FlhG,51.17659569,14.64088554,28.52176855,41.8567359,29.61512523,27.99297242,25.51986866,12.55005286,13.14834213,7.275195672,8.956865979,30.8866143,23.58705962
K03312,gltS," glutamate:Na+ symporter, ESS family",25.76138945,23.67423352,70.32458129,8.262115922,4.860651174,9.352707113,25.78911002,54.24656778,11.86412896,15.54338134,0,16.7146739,49.29482797
K02672,pilW, type IV pilus assembly protein PilW,27.12568617,10.46669098,20.00444935,40.77396792,25.24263379,32.34999301,16.7037919,17.52092383,11.31127038,22.45227565,32.29302834,45.25383002,13.3147568
K01423,bepA, beta-barrel assembly-enhancing protease [EC:3.4.-.-],42.23638823,10.75247804,30.97431137,42.93124248,27.66791141,29.68796242,16.42985038,23.79596507,7.089879492,20.13630629,8.688210911,40.29652049,13.95007578
K05828,"lysZ, argB", LysW-gamma-L-alpha-aminoadipate/LysW-L-glutamate kinase [EC:2.7.2.-],15.47706957,28.83433257,44.62721277,17.58468003,33.88414548,4.942670554,12.90973267,24.02268424,20.42018682,13.36651738,24.50159391,45.41286871,28.62172642
K06869,K06869, uncharacterized protein,4.137194984,28.0958683,40.04115659,15.22590617,46.43201969,4.946610394,14.66416172,14.43993179,20.63136578,2.359348481,0.051693468,71.28183962,52.02691604
K18028,nicX," 2,5-dihydroxypyridine 5,6-dioxygenase [EC:1.13.11.9]",30.22294783,22.77552396,24.35195669,13.6826959,56.51493666,10.48240836,25.20455651,38.42820392,36.42277774,18.48523529,21.40418607,6.111270933,10.08517341
K06605,iolH, myo-inositol catabolism protein IolH,33.34866361,52.1246958,18.72050796,17.00553821,31.64656235,16.80664859,26.12006485,13.58465764,41.18818881,9.593191774,5.223313983,16.86085813,31.92516563
K00895,"pfp, PFP", diphosphate-dependent phosphofructokinase [EC:2.7.1.90],21.68142122,26.15661745,23.51414565,25.48878947,14.0471529,33.97301057,19.98347173,30.13259544,45.24493753,31.00046486,0,15.91231152,26.48902376
K16444,"gtfB, gtfE", vancomycin aglycone glucosyltransferase [EC:2.4.1.310],40.67160796,40.4994965,6.793028587,30.05409315,18.27557494,20.14400333,44.78907105,14.41930933,61.80866888,7.011645658,21.86550513,2.046511163,5.185566414
K04105,hbaA, 4-hydroxybenzoate-CoA ligase [EC:6.2.1.27 6.2.1.25],22.15987677,8.06313655,22.10680954,35.85888933,77.98120456,17.90758529,36.78966386,40.37272618,11.16599437,4.295664564,6.29501916,16.57236492,13.81810577
K12429,fadD36, fatty acid CoA ligase FadD36,45.7936137,11.77177343,6.421792695,5.021700135,4.936252981,12.11502225,20.93580196,5.537691912,17.15142681,11.18099193,153.417626,15.67677441,3.379609451
K09702,K09702, uncharacterized protein,7.613337458,20.23310849,22.68492614,38.28353898,18.11284303,15.27844981,57.48587596,22.87622438,47.30055087,15.32505756,22.49717571,15.50614328,9.263657679
K13277,epr, minor extracellular protease Epr [EC:3.4.21.-],32.55641246,44.8689803,25.80247434,14.54624605,11.39831848,17.79035179,21.04209197,33.75993849,16.91587804,25.34674904,22.44704255,9.288524035,36.41923696
K02803,nagEb, N-acetylglucosamine PTS system EIIB component [EC:2.7.1.193],35.38415555,36.3991813,13.75548954,37.07436227,27.21815877,14.35770478,26.97905587,15.08367723,19.86498078,27.57440579,17.33198648,21.51668068,19.45014003
K03343,puo, putrescine oxidase [EC:1.4.3.10],15.73130857,17.76341893,18.72665324,3.503186055,29.79613034,9.065938082,9.103858309,81.70574367,45.66553604,16.16490464,24.71542152,14.62461244,25.012947
K23086,ggH, glucosylglycerate hydrolase [EC:3.2.1.208],20.97225624,111.4480185,22.73083356,27.37129343,2.4212163,6.13436876,9.259713722,13.07945988,33.75978502,4.645465427,9.600862417,14.92038381,35.18386738
K11740,nfrB, bacteriophage N4 adsorption protein B,55.29796476,12.03169309,13.19491893,56.48785005,4.871322213,24.46114504,6.96049476,42.85419743,1.499340263,24.85986116,18.38504587,27.39845219,22.44637014
K00869,"E2.7.1.36, MVK, mvaK1", mevalonate kinase [EC:2.7.1.36],40.36917299,16.00102509,35.57405986,13.11501121,27.28852323,9.898652775,21.17692392,18.47462099,14.09456674,5.247315378,9.950469502,63.35111474,35.81052672
K15783,doeA, ectoine hydrolase [EC:3.5.4.44],21.79532214,22.4670494,29.36400983,7.488416699,14.23661028,9.443218014,36.90438489,32.34939231,59.65480863,5.570086663,2.33019445,49.70758527,18.94364328
K09704,K09704, uncharacterized protein,9.495177243,11.54744589,5.762981576,31.14446879,15.79964451,18.07826429,20.23194903,10.59147969,41.87977297,17.58134431,108.5069025,15.80685117,3.622120427
K18546,sprC, streptogrisin C [EC:3.4.21.-],8.490228188,79.58061746,12.54211966,1.489152552,13.71381381,4.435060657,45.1133924,7.860622518,85.97984219,30.94819135,0.326119867,1.357200028,18.10712022
K11738,ansP, L-asparagine permease,20.46431752,40.81868601,5.11346743,26.70679723,12.12100939,3.136391224,39.82391542,25.02116361,52.4958238,9.907201653,54.17690603,3.221741954,16.54636834
K09879,"crtU, cruE", carotenoid phi-ring synthase / carotenoid chi-ring synthase [EC:1.3.99.39 1.3.99.40],51.8574755,41.7532965,21.37326818,22.66631369,11.63397432,16.9658406,40.32342338,9.509198119,16.99124683,12.27502642,43.60741253,5.334008596,14.77590341
K01185,E3.2.1.17, lysozyme [EC:3.2.1.17],14.90379011,4.459237049,9.913778079,72.18058484,14.26970421,39.27387924,54.80226371,18.04251498,13.43488839,9.912663992,5.474601187,48.12700599,3.43220292
K13643,iscR," Rrf2 family transcriptional regulator, iron-sulfur cluster assembly transcription factor",20.3439884,23.14931316,33.45305549,37.20834802,17.49349314,36.77989455,21.25308352,24.56684022,5.371603355,13.05740663,0,54.20909402,20.69595469
K21902,yfmP," MerR family transcriptional regulator, repressor of the yfmOP operon",28.07358198,4.128257316,9.089580641,42.0866179,12.655408,33.2615575,12.84198588,27.62915906,5.246161667,26.77226839,97.26353206,2.110835881,5.977434912
K13409,"raxB, cvaB"," ATP-binding cassette, subfamily B, bacterial RaxB",23.86424466,19.91890647,31.72616864,39.47850422,27.93324861,18.57859545,20.89037984,37.29324502,12.67471374,16.06462133,2.070422952,27.74773821,28.88843163
K06884,K06884, uncharacterized protein,7.398157148,17.04518034,18.33021987,29.9309178,5.265931893,12.67402946,3.87730829,17.22113685,11.22182329,15.93634144,125.0715154,13.84625056,29.26087904
K03204,"virB9, lvhB9", type IV secretion system protein VirB9,63.82343707,6.405040109,12.04553405,46.71092669,14.0546759,14.10563313,30.62701719,22.31053848,11.75702584,11.38982479,19.60220713,37.30077146,16.7928311
K05830,"lysJ, argD", LysW-gamma-L-lysine/LysW-L-ornithine aminotransferase [EC:2.6.1.118 2.6.1.-],21.74262432,28.11181271,47.32001507,6.37571614,23.05321209,7.651076991,10.10104118,27.29156312,18.78432568,14.71065081,25.28891725,43.33403406,33.15674323
K05917,CYP51, sterol 14alpha-demethylase [EC:1.14.14.154 1.14.15.36],19.04739775,38.10229616,16.26641141,11.83726322,15.34323917,17.72289952,13.21082417,29.65045751,44.02450955,28.07904293,27.36131514,21.47198905,24.39841587
K23257,yvgN, methylglyoxal/glyoxal reductase [EC:1.1.1.283 1.1.1.-],6.651366009,14.88593332,21.55829519,15.22985545,53.19053279,21.09081635,21.4040712,21.54813402,22.67314605,26.38823459,20.07818183,30.40416949,31.2285096
K13283,fieF, ferrous-iron efflux pump FieF,49.47410552,6.948887248,27.36976803,39.96358845,7.431014743,20.18245227,20.37444948,37.96458321,2.174008084,24.32960445,0,37.43721894,32.43803093
K23734,lipM, lipoyl(octanoyl) transferase [EC:2.3.1.181],23.93585615,30.43430869,32.39609073,19.82447162,38.76182562,32.849624,10.23406934,14.79259969,6.992691216,8.092961002,42.71881107,12.01174381,32.86628369
K08169,yebQ," MFS transporter, DHA2 family, multidrug resistance protein",16.97265288,5.481429058,17.41849366,73.24829641,9.821316458,31.27558053,70.04434776,13.38115088,22.84833219,15.976219,4.959410354,18.22927006,5.846341398
K02071,metN, D-methionine transport system ATP-binding protein,23.60990838,38.1424801,15.87540465,3.279244363,6.333488586,13.10948574,51.42664449,15.68056939,69.40515056,23.69730389,6.897578975,25.46125149,11.67502878
K16880,hmfE, 2-oxoglutaroyl-CoA hydrolase,16.82442433,20.65227829,34.68040131,20.05785331,42.04588338,17.06753222,31.62414819,54.65156591,10.81466644,9.694076229,1.864234386,19.00522378,25.56737252
K04027,eutM, ethanolamine utilization protein EutM,38.18318595,29.8491577,39.58976563,24.17230485,17.01490641,34.10651498,15.79519474,34.01202329,6.888224777,8.945149944,1.135037137,12.4528052,42.29925843
K23144,K23144, UDP-N-acetylglucosamine diphosphorylase / glucose-1-phosphate thymidylyltransferase / UDP-N-acetylgalactosamine diphosphorylase / glucosamine-1-phosphate N-acetyltransferase / galactosamine-1-phosphate N-acetyltransferase [EC:2.7.7.23 2.7.7.24 2.7.7.83 2.3.1.157 2.3.1.276],25.06932462,15.6179541,16.62838198,41.30851323,16.89377348,15.27823771,10.53940463,24.49213832,9.901807882,4.217452957,22.71359131,71.6403356,29.84984849
K10219,ligC, 2-hydroxy-4-carboxymuconate semialdehyde hemiacetal dehydrogenase [EC:1.1.1.312],40.7149109,16.84541088,37.69199384,38.40549747,31.14542154,15.96756864,25.17721454,34.03570135,7.253918176,6.108487051,13.78717812,9.289247394,26.83522394
K04772,"degQ, hhoA", serine protease DegQ [EC:3.4.21.-],24.15894468,21.97393888,30.53298688,22.91769974,24.94247173,30.31264028,19.85886042,28.88927056,8.564514879,10.66476538,22.90973159,21.07539327,36.29628605
K15532,"yteR, yesR", unsaturated rhamnogalacturonyl hydrolase [EC:3.2.1.172],36.69753013,16.41801532,28.14063131,32.9417314,12.34623902,30.4192669,37.1429743,25.37514592,21.8237022,2.886380418,9.17146864,42.10407691,7.558949683
K13290,K13290, serine---pyruvate transaminase [EC:2.6.1.51],7.214189773,64.47244884,31.5664252,18.29800514,30.59038432,12.35425384,19.04695142,22.30920277,41.26945748,18.39883481,0,7.387573913,29.96006934
K01535,"PMA1, PMA2", H+-transporting ATPase [EC:7.1.2.1],8.859542728,0,9.128295033,33.6925672,42.61340164,110.616384,11.28044294,44.1729884,3.42392319,3.067785417,24.90395657,5.196425079,5.837337076
K03656,rep, ATP-dependent DNA helicase Rep [EC:3.6.4.12],10.48523402,9.025383896,20.31163951,37.48179949,50.13542133,38.41172044,12.49422391,39.23129778,8.205803789,19.02587378,12.99513419,26.74506861,18.1789864
K15256,cmoA, tRNA (cmo5U34)-methyltransferase [EC:2.1.1.-],32.05032008,22.84121187,29.35946618,16.99780006,44.47345585,28.02589225,23.08353593,12.16515455,21.30187739,11.14142635,5.795467603,30.2318956,24.85200054
K18307,mexI, multidrug efflux pump,18.10403296,10.93342188,19.72827363,39.09402461,47.62332311,31.4861661,45.14495969,48.96230934,7.725155056,3.2972214,1.791815206,12.28431414,15.71891798
K00564,rsmC, 16S rRNA (guanine1207-N2)-methyltransferase [EC:2.1.1.172],23.9052074,20.5765041,14.92984841,2.000640618,19.72621191,7.97582358,15.30858092,15.10631195,30.84202821,16.44940809,47.47532291,59.95935746,27.30815642
K21681,bcs1, ribitol-5-phosphate 2-dehydrogenase (NADP+) / D-ribitol-5-phosphate cytidylyltransferase [EC:1.1.1.405 2.7.7.40],4.237009073,19.43476952,8.808082719,24.74114118,27.99556664,36.77127653,20.51273648,7.663929853,47.01787816,11.04374457,52.16723876,17.53874166,22.66308532
K11956,natD, neutral amino acid transport system permease protein,3.365831014,19.77849642,14.55348535,59.49716655,24.55940565,26.9015154,13.8664184,13.09165737,14.29918243,3.934327983,39.3778088,46.87706389,20.31294261
K06162,phnM, alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase [EC:3.6.1.63],14.61505191,12.22818752,13.11327001,22.89290675,18.02771592,11.17634993,82.64211427,20.75352744,46.08986879,11.88302755,2.95836528,34.80371429,8.958233097
K13735,yeeJ, adhesin/invasin,33.31472799,34.00823189,23.50886475,29.49981092,11.92835378,24.07973113,17.8016516,7.364942262,23.6687485,11.47669327,36.55041664,20.40453207,26.25258481
K03580,hepA, ATP-dependent helicase HepA [EC:3.6.4.-],42.56542586,10.26399794,32.92637876,15.41806637,10.0982403,28.85680948,21.42422381,15.49202074,5.944820922,17.99326774,35.363262,29.19097582,34.20135189
K13876,araD, 2-keto-3-deoxy-L-arabinonate dehydratase [EC:4.2.1.43],34.36154357,13.28598567,28.27827726,43.80298233,10.14926196,14.44687496,28.48355135,28.77275864,27.91745574,4.673641117,28.25808156,20.97737481,16.20721094
K00300,mtdA, methylenetetrahydrofolate/methylenetetrahydromethanopterin dehydrogenase (NADP+) [EC:1.5.1.5 1.5.1.-],23.96636463,22.3656482,46.66772316,14.38081221,43.55368181,30.92837314,20.95189297,25.99580175,18.95945438,2.431798722,4.384914367,10.54453312,34.32402763
